1|1|Affect Normal Fires|This spell enables the magic-user to cause small fires - from as small as a torch or lantern to as large as a normal bonfire of 3' maximum diameter - to reduce in size and light to become match-like or increase in light so as to become as bright as a light spell. Reducing the fire will cut fuel consumption to half normal, and increasing the fire will double consumption. Note that heat output is not altered in either case!|0.1|n|VS|None
1|2|Burning Hands|"When the magic-user casts this spell, jets of searing flame shoot from his or her fingertips. Hands can only be held so
as to send forth a fan-like sheet of flames, as the magic-user's thumbs must touch each other and fingers must be spread. The burning hands send out flame jets of 3' length in a horizontal arc of about 120° in front of the magic-user. Any creature in the area of flames takes 1 hit point of damage for each level of experience of the spellcaster, and no saving throw is possible. Inflammable materials touched by the fire will burn, i.e. cloth, paper, parchment, thin wood, etc."|0.1|1|VS|None
1|3|Charm Person|"This spell will affect any single person it is cast upon. The creature then will regard the druid who cast the spell as a trusted friend and ally to be heeded and protected. The spell does not enable the wizard to control the charmed person as if it were an automaton, but any word or action of the wizard will be viewed in its most favourable way. Thus, a charmed person would not obey a suicide command, but might believe the wizard if assured that the only chance to save the druid's life is if the creature holds back an onrushing red dragon for ""just a round or two"". Note also that the spell does not empower the druid with linguistic capabilities beyond those he or she normally possesses. The duration of the spell is a function of the charmed creature's intelligence, and it is tied to the saving throw. The spell may be broken if a saving throw is made, and this saving throw is checked on a periodic basis according to the creature's intelligence: "|0.1|Special|VS|Neg.
1|4|Comprehend Languages|" When this spell is cast, the magic-user is able to read an otherwise incomprehensible written message such as a treasure map (but not a magical writing, other than to know it is ""magic"") or understand the language of a speaking creature. In either case, the magic-user must touch the object to be read or the creature to be understood, and the spell does not enable the spell caster to write or speak the language. The material components of this spell are a pinch of soot and a few grains of salt. The reverse, Confuse Languages, prevents comprehension or cancels a Comprehend Languages spell. "|1|5n|VSM|None
1|5|Dancing Lights|"When a dancing lights spell is cast, the magic-user creates, at his or her option, from 1 to 4 lights which resemble either A) torches and/or lanterns (and cast that amount of light), B) glowing spheres of light (such as evidenced by will-o-wisps), or C) one faintly glowing, vaguely man-like shape, somewhat similar to that of a creature from the Elemental Plane of Fire. The Dancing Lights move as the spell caster desires, forward or back, straight or turning corners, without concentration upon such movement by the magic-user. The spell will wink out if the range or duration is exceeded. Range is a base of 4"" plus 1"" for each level of the magic-user who cast the spell. Duration is 2 melee rounds per level of the spell caster . The material component of this spell is either a bit of phosphorus or wytchwood or a glowworm. "|0.1|2n|VSM|None
1|6|Detect Magic|"When the Detect Magic spell is cast, the cleric detects magical radiations in a path 1"" wide, and up to 3"", long, in the direction he or she is facing. The caster can turn 60° per round. Note that stone walls of 1' or more thickness, solid metal of but 1/12' thickness, or 3' or more of solid wood will black the spell. The spell requires the use of the cleric's holy (or unholy) symbol."|0.1|2n|VS|None
1|7|Enlarge|" This spell causes instant growth of a creature or object. Enlargement causes increase in both size and weight. It can be cast upon only a single creature or object. Spell range is ½"" for each level of experience of the magic-user, and its duration is 1 turn per level of power experience of the spell caster . The effect of the enlargement spell is to increase the size of a living creature (or a symbiotic or community entity) by 20% per level of experience of the magic-user, with a maximum additional growth of 200%. The effect on objects is one-half that of creatures, i.e. 10% per level to a 100% maximum additional enlargement. The creature or object must be seen in order to effect the spell. The maximum volume of living material which can be initially affected is 10 cubic feet - for non-living matter, 5 cubic feet - per level of the magic-user. While magical properties are not increased by this spell - a huge +1 sword is still only +1, a staff-sized wand is still only capable of its normal functions, a giant-sized potion merely requires a greater fluid intake to make its magical effects operate, etc. - weight, mass and strength are. Thus, a table blocking a door would be heavier and more effective; a hurled stone would have more mass (and be more hurtful providing enlargement took place just prior to impact): chains would be more massive; doors thicker; a thin line turned to a sizable, longer rope; and so on. Likewise, a person 12' tall would be as an ogre, while an 18' tall person would actually be a giant for the duration of the spell. The reverse spell, Reduce, will negate the effects or actually make creatures or objects smaller in the tame ratios as the regular spell application functions. Unwilling victims of the spell. or its reverse, are entitled to a saving throw, which, if successful, indicates the magic does not function, and the spell is wasted. The material component of this spell is a pinch of powdered iron.  "|0.1|10n|VS|Neg.
1|8|Erase|The Erase spell removes writings of either magical or mundane nature from a scroll or one or two pages or sheets of paper, parchment or similar surfaces. It will not remove Explosive Runes or a Symbol (see these spells hereafter), however. There is a basic chance of 50%, plus 2% per level of experience of the spell caster with respect to magical writings, plus 4% per level for mundane writing, that the spell will take effect. This represents the saving throw, and any percentile dice score in excess of the adjusted percentage chance means the spell fails.|0.1|P|VS|Neg.
1|9|Feather Fall|"When this spell is cast, the creature(s) or object(s) affected immediately assumes the mass of a feathery piece of down. Rate of falling is thus instantly changed to a mere constant 2' per second or 12' per segment, and no damage is incurred when landing when the spell is in effect. However, when the spell duration ceases, normal rate of fall occurs. The spell can be cast upon the magic-user or some other creature or object up to the maximum range of 1"" per level of experience of the spell caster. it lasts for 1 segment for each level of the magic-user. The Feather Fall affects an area of 1 cubic inch, and the maximum weight of creatures and/or objects cannot exceed a combined total equal to a base 2,000 gold pieces weight plus 2,000 gold pieces weight per level of the spell caster. Example: a 2nd level magic-user has a range of 2"", a duration of 2 segments, a weight maximum of 6,000 gold pieces (600 pounds) when employing the spell. The spell works only upon free-falling or propelled objects. It will not affect a sword blow or a charging creature, but it will affect a missile. The material component is a small feather or a piece of down somewhere on the person of the spell caster. When this spell is cast, the creature(s) or object(s) affected immediately assumes the mass of a feathery piece of down. Rate of falling is thus instantly changed to a mere constant 2' per second or 12' per segment, and no damage is incurred when landing when the spell is in effect. However, when the spell duration ceases, normal rate of fall occurs. The spell can be cast upon the magic-user or some other creature or object up to the maximum range of 1"" per level of experience of the spell caster. it lasts for 1 segment for each level of the magic-user. The Feather Fall affects an area of 1 cubic inch, and the maximum weight of creatures and/or objects cannot exceed a combined total equal to a base 2,000 gold pieces weight plus 2,000 gold pieces weight per level of the spell caster. Example: a 2nd level magic-user has a range of 2"", a duration of 2 segments, a weight maximum of 6,000 gold pieces (600 pounds) when employing the spell. The spell works only upon free-falling or propelled objects. It will not affect a sword blow or a charging creature, but it will affect a missile. The material component is a small feather or a piece of down somewhere on the person of the spell caster. "|0.01|0.1n|VM|None
1|10|Friends| A Friends spell causes the magic-user to gain a temporary increase of 2-8 points in charisma - or a temporary lowering of charisma by 1-4 points - depending on whether creatures within the area of effect of the spell make - or fail - their saving throw versus magic. Those that fail their saving throw will be very impressed with the spell caster and desire greatly to be his or her friend and help. Those that do not fail will be uneasy in the spell caster's presence and tend to find him or her irritating. Note that this spell has absolutely no effect on creatures of animal intelligence or lower. The components for this spell are chalk (or white flour), lampblack (or soot), and vermilion applied to the face before casting the spell. |0.1|n|VSM|Special
